,Star ID,RA,DE,Magnitude
132023,132023,1.39179885,-0.00810788,5.6
132027,132027,1.392807,-0.00750991,4.6
132031,132031,1.39393492,-0.05255744,7.0
132034,132034,1.39588431,-0.15207291,7.0
132052,132052,1.40023127,-0.14768113,5.8
132056,132056,1.40126312,-0.00358132,5.6
132059,132059,1.4019838,-0.01592215,6.1
132066,132066,1.40296816,-0.13705232,4.2
132069,132069,1.404718,-0.01636799,5.1
132070,132070,1.40482105,-0.04261309,3.4
132085,132085,1.40921164,-0.01024916,6.3
132099,132099,1.41190134,-0.09705761,6.1
132115,132115,1.41576499,-0.04192455,6.6
132143,132143,1.42186099,-0.00033845,6.6
132153,132153,1.42379227,-0.14689089,6.9
132156,132156,1.42440008,-0.05840773,6.2
132169,132169,1.42636823,-0.06082114,6.1
132171,132171,1.42681183,-0.12740176,6.5
132173,132173,1.42709218,-0.00103813,6.9
132175,132175,1.42764472,-0.01972261,5.0
132191,132191,1.43085212,-0.13041503,6.2
132209,132209,1.43516774,-0.11771514,6.0
132216,132216,1.43652779,-0.05675743,6.8
132219,132219,1.43749805,-0.00583914,2.5
132220,132220,1.43749979,-0.00558442,6.9
132221,132221,1.43775912,-0.12805321,4.6
132232,132232,1.44019087,-0.00039769,6.6
132233,132233,1.44058415,-0.0283888,5.3
132246,132246,1.44247893,-0.03057822,6.7
132254,132254,1.44419095,-0.02076438,5.3
132258,132258,1.4448437,-0.06102694,7.0
132268,132268,1.44653929,-0.01865044,6.2
132269,132269,1.44659136,-0.02623341,6.2
132270,132270,1.44694573,-0.12315557,6.6
132276,132276,1.44830171,-0.00078011,6.6
132277,132277,1.44832673,-0.08442405,6.8
132289,132289,1.45026928,-0.12622444,6.9
132291,132291,1.45043545,-0.07229639,6.7
132297,132297,1.45111118,-0.10543675,5.6
132300,132300,1.45123663,-0.10530919,4.7
132313,132313,1.4521863,-0.0946173,5.4
132316,132316,1.45249988,-0.07898046,6.5
132318,132318,1.45253631,-0.07777439,6.3
132319,132319,1.452627,-0.08499133,4.6
132320,132320,1.45265565,-0.09507545,5.2
132321,132321,1.45290742,-0.09508268,6.5
132322,132322,1.45292305,-0.10369321,2.9
132324,132324,1.45316143,-0.07671818,6.3
132331,132331,1.45341698,-0.05731526,6.3
132335,132335,1.45381695,-0.08529613,5.3
132345,132345,1.45593011,-0.02150779,1.8
132350,132350,1.45646672,-0.09910396,6.5
132358,132358,1.45800574,-0.10637438,5.6
132374,132374,1.46175347,-0.10414612,5.8
132386,132386,1.46355196,-0.08451054,6.3
132389,132389,1.46472206,-0.02089494,6.7
132391,132391,1.46507731,-0.07218784,6.8
132404,132404,1.46693725,-0.11521311,5.9
132405,132405,1.46709818,-0.04585605,3.8
132406,132406,1.46723301,-0.14832846,6.8
132407,132407,1.46726908,-0.04575468,6.5
132410,132410,1.46810087,-0.12634933,4.9
132423,132423,1.47055604,-0.0626771,6.0
132424,132424,1.47105564,-0.16987004,6.4
132440,132440,1.47530188,-0.04974494,6.1
132443,132443,1.47582446,-0.03433926,2.0
132444,132444,1.47613084,-0.0201347,5.0
132464,132464,1.47987697,-0.05096875,6.3
132476,132476,1.48557067,-0.11901754,6.0
132479,132479,1.48625266,-0.02853196,6.5
132504,132504,1.49279357,-0.12015957,6.7
132514,132514,1.49909414,-0.07480418,6.4
132541,132541,1.50702004,-0.16905186,2.2
132553,132553,1.51012906,-0.0716767,6.0
132590,132590,1.52258547,-0.13142329,5.3
132602,132602,1.52603875,-0.15800723,6.0
132621,132621,1.53259115,-0.09972448,6.8
132633,132633,1.53629823,-0.1469637,6.7
132634,132634,1.53630376,-0.07107674,6.4
132651,132651,1.54038339,-0.0806905,6.0
132652,132652,1.5407814,-0.08368626,6.2
132682,132682,1.54685871,-0.14642081,6.9
132699,132699,1.55182214,-0.01740995,6.3
132702,132702,1.5528353,-0.0811805,6.9
132713,132713,1.5561283,-0.16380046,6.3
132714,132714,1.55638297,-0.16685833,5.1
132722,132722,1.55811725,-0.02524187,6.4
132731,132731,1.56011798,-0.05366291,4.7
132733,132733,1.5603936,-0.14153331,7.0
132760,132760,1.56941738,-0.08963696,6.9
132763,132763,1.56975394,-0.1272043,6.9
132792,132792,1.5786218,-0.11703097,5.1
132802,132802,1.58032306,-0.02750416,6.8
132840,132840,1.58896986,-0.07308086,5.4
132844,132844,1.59017079,-0.05819548,6.8
132847,132847,1.59058262,-0.10812378,6.6
132882,132882,1.5985243,-0.13834377,6.6
132883,132883,1.59857542,-0.11888582,6.6
132887,132887,1.60008797,-0.14472997,6.8
132899,132899,1.60199002,-0.09950297,6.2
132923,132923,1.60827866,-0.11767184,6.0
132940,132940,1.61118761,-0.0812061,6.0
132943,132943,1.61193679,-0.11409964,5.1
132964,132964,1.61543029,-0.04347096,6.5
132971,132971,1.61676088,-0.15210559,6.7
132972,132972,1.61696014,-0.08587645,6.9
132993,132993,1.62060781,-0.06503587,5.9
132996,132996,1.62110326,-0.12622973,6.7
133002,133002,1.62375805,-0.07945112,5.8
133011,133011,1.62496975,-0.10922222,4.1
133026,133026,1.6276345,-0.08547285,6.0
133027,133027,1.62763639,-0.00858368,5.7
133028,133028,1.62773617,-0.15739859,6.0
133070,133070,1.63804059,-0.0761332,6.8
133075,133075,1.63933039,-0.11703325,6.9
133077,133077,1.63989988,-0.09832778,6.6
133090,133090,1.64263372,-0.16350894,5.7
133097,133097,1.64383036,-0.14947906,6.1
133113,133113,1.64629673,-0.13614436,5.1
133117,133117,1.64710125,-0.05099314,5.2
133123,133123,1.64804577,-0.13698391,6.9
133135,133135,1.65093021,-0.07978424,6.6
133155,133155,1.65498185,-0.14330971,6.8
133181,133181,1.65896702,-0.03786395,6.0
133188,133188,1.66035608,-0.05673275,6.6
133198,133198,1.66202084,-0.08133923,6.4
133202,133202,1.66342677,-0.17187052,6.4
133214,133214,1.6669239,-0.02426221,6.6
133228,133228,1.66991787,-0.01594896,5.9
133233,133233,1.67148139,-0.05169035,6.7
133237,133237,1.67245325,-0.06735783,6.4
133245,133245,1.6736424,-0.13726157,6.4
133247,133247,1.67407495,-0.06084756,6.5
133256,133256,1.67595686,-0.07970264,6.1
133259,133259,1.67606899,-0.02576605,5.7
133262,133262,1.67695817,-0.13055848,6.3
133264,133264,1.67767506,-0.07728497,6.8
133266,133266,1.67785723,-0.07547449,6.9
133268,133268,1.67858074,-0.00426646,5.8
133289,133289,1.68201388,-0.08254937,5.0
133306,133306,1.68461587,-0.01201,6.9
133311,133311,1.68526106,-0.00940893,6.7
133315,133315,1.68594836,-0.12216364,4.7
133316,133316,1.68598363,-0.12218924,4.6
133368,133368,1.69921046,-0.14173334,5.6
133381,133381,1.70141707,-0.10176225,5.6
133403,133403,1.70646361,-0.02060783,5.0
133468,133468,1.71970026,-0.09020085,5.5
133510,133510,1.72712497,-0.04361534,6.3
133551,133551,1.73604898,-0.10994212,7.0
133573,133573,1.7407397,-0.12427312,6.8
133584,133584,1.74337558,-0.15913185,5.3
133586,133586,1.74392413,-0.10585335,6.9
133602,133602,1.74667964,-0.0713973,6.6
133644,133644,1.75966074,-0.01156819,6.7
133650,133650,1.76076866,-0.12714646,6.9
133659,133659,1.76339131,-0.15470264,6.8
133678,133678,1.7681485,-0.15607558,5.3
133686,133686,1.77055669,-0.02202145,5.7
133695,133695,1.77127016,-0.13435225,6.7
133717,133717,1.77480024,-0.03864222,5.6
133757,133757,1.78127599,-0.07342237,6.6
133759,133759,1.78144645,-0.00835286,5.8
133760,133760,1.78153052,-0.13930307,6.2
133780,133780,1.78515055,-0.12053254,6.6
133784,133784,1.78533301,-0.0408745,6.9
133788,133788,1.78609426,-0.03691226,6.9
133804,133804,1.78838195,-0.08922264,6.8
133806,133806,1.78861488,-0.09170532,6.5
133839,133839,1.79494919,-0.16496624,6.9
133854,133854,1.79634298,-0.10103323,6.4
133869,133869,1.79711747,-0.01855222,5.3
133880,133880,1.7984368,-0.0295331,6.3
133889,133889,1.79974696,-0.04780181,6.0
133923,133923,1.80719239,-0.14429267,6.9
133936,133936,1.80900673,-0.14157844,6.4
134030,134030,1.82319226,-0.09245348,6.4
134033,134033,1.82342613,-0.10045883,7.0
134035,134035,1.82383512,-0.14548696,5.8
134040,134040,1.82503198,-0.15937721,6.4
134072,134072,1.82973004,-0.02220801,6.2
134075,134075,1.83034942,-0.09860107,5.4
134081,134081,1.83093628,-0.06426128,6.8
134105,134105,1.83446809,-0.07269738,4.9
134132,134132,1.83968357,-0.09160283,5.9
134219,134219,1.85435866,-0.17289261,6.9
134281,134281,1.86638413,-0.07256381,5.0
134305,134305,1.86995165,-0.06657689,6.6
134315,134315,1.87115608,-0.0038038,5.4
134329,134329,1.87321971,-0.0071288,4.1
134364,134364,1.87948995,-0.00302756,6.7
134390,134390,1.88361722,-0.06657268,6.1
134394,134394,1.88443774,-0.17209548,6.1
134413,134413,1.88828488,-0.00127487,6.5
134473,134473,1.8984371,-0.1150043,6.4
134526,134526,1.90948642,-0.06668055,6.8
134562,134562,1.91497293,-0.15325615,6.5
134569,134569,1.91603358,-0.1012563,6.6
134579,134579,1.91827037,-0.15504361,6.2
134584,134584,1.9189909,-0.0503112,6.3
134586,134586,1.91967834,-0.00283471,6.7
134587,134587,1.91973208,-0.1027311,5.8
134617,134617,1.92654316,-0.06773225,7.0
134653,134653,1.93467108,-0.09903939,6.1
134657,134657,1.93546804,-0.0774309,6.5
134664,134664,1.93738362,-0.00642558,6.9
134665,134665,1.93750193,-0.17432189,6.9
134706,134706,1.9437857,-0.04850372,6.9
134723,134723,1.94687981,-0.17349397,6.6
134739,134739,1.94945519,-0.03143197,5.8
134741,134741,1.95039497,-0.12999983,6.0
134773,134773,1.95644079,-0.08936808,6.4
134774,134774,1.9565333,-0.16878987,5.6
134780,134780,1.95801981,-0.01778621,6.6
134805,134805,1.96217951,-0.1530869,6.0
134819,134819,1.96479256,-0.0336148,6.8
134882,134882,1.98034053,-0.14310284,6.4
134898,134898,1.98440272,-0.06977797,5.2
134917,134917,1.98714717,-0.11945,6.7
134923,134923,1.98796661,-0.13983287,6.9
134968,134968,1.99915664,-0.14081927,6.0
134985,134985,2.00214472,-0.16464045,4.1
135029,135029,2.01173072,-0.07959492,7.0
135033,135033,2.01211564,-0.08007382,6.8
135061,135061,2.01899202,-0.07560054,6.9
135073,135073,2.02131229,-0.09696933,7.0
135078,135078,2.02278927,-0.11603473,5.7
135117,135117,2.03252406,-0.11603875,6.9
135157,135157,2.04104483,-0.15805644,5.8
135159,135159,2.04207683,-0.06056322,7.0
135179,135179,2.04614381,-0.16189655,6.7
135189,135189,2.04915923,-0.05104817,6.9
135204,135204,2.05219465,-0.09246114,5.8
135328,135328,2.07944782,-0.07321501,6.8
135344,135344,2.08234151,-0.06181947,5.1
135367,135367,2.08663065,-0.04787724,6.4
135378,135378,2.08831206,-0.10959916,6.5
135379,135379,2.08862644,-0.02185904,4.9
135399,135399,2.09266615,-0.16086811,6.9
135405,135405,2.09428909,-0.10815044,6.3
135415,135415,2.09578148,-0.10789378,6.8
135464,135464,2.10518669,-0.05851793,6.7
135482,135482,2.10788635,-0.17417227,6.9
135487,135487,2.10867808,-0.0074975,6.6
135504,135504,2.11206082,-0.15882588,5.9
135529,135529,2.1170057,-0.05690898,6.8
135550,135550,2.12092767,-0.04951339,4.4
135591,135591,2.13158763,-0.11517331,6.6
135610,135610,2.13417465,-0.13303297,5.4
135642,135642,2.14160553,-0.01770161,6.5
135716,135716,2.15712827,-0.15461082,7.0
135723,135723,2.15831757,-0.05599123,6.6
135782,135782,2.17148005,-0.01308275,6.3
135786,135786,2.17208487,-0.09023566,6.2
135803,135803,2.17642355,-0.02516828,6.4
135813,135813,2.1779878,-0.14853227,7.0
135831,135831,2.18184192,-0.10503711,6.1
135839,135839,2.18365837,-0.12883948,6.1
135860,135860,2.18775888,-0.02330659,6.8
135873,135873,2.19040836,-0.01716231,6.8
135876,135876,2.19078492,-0.06261984,5.7
135881,135881,2.19089676,-0.07946867,6.0
135895,135895,2.19545825,-0.06531148,4.0
135907,135907,2.19770275,-0.14574256,6.9
135915,135915,2.19891757,-0.06670309,5.4
135930,135930,2.20272108,-0.10897046,6.5
135937,135937,2.20428533,-0.07414731,6.7
135955,135955,2.20741718,-0.15095314,6.5
135957,135957,2.20767599,-0.0410195,6.3
135964,135964,2.20975679,-0.16722538,6.0
135970,135970,2.21203052,-0.01382209,6.9
136016,136016,2.22580386,-0.09998269,6.8
136025,136025,2.22834651,-0.08815619,6.6
136043,136043,2.23182946,-0.0345517,5.6
136075,136075,2.23851218,-0.13629131,5.6
136102,136102,2.24695267,-0.08305077,6.2
136110,136110,2.24883537,-0.11574936,6.7
136116,136116,2.25093333,-0.11320482,6.5
136175,136175,2.26282578,-0.15486772,6.5
136200,136200,2.2692571,-0.14518439,7.0
136201,136201,2.2694408,-0.0738236,7.0
136209,136209,2.27102672,-0.16797563,6.8
136220,136220,2.27424053,-0.12308959,4.7
136242,136242,2.28123632,-0.04220473,6.2
136243,136243,2.28127748,-0.11860608,7.0
136253,136253,2.28422192,-0.03256775,5.8
136275,136275,2.28950365,-0.02989327,5.2
136286,136286,2.29341588,-0.11123085,6.2
136293,136293,2.29544773,-0.01499732,6.6
136307,136307,2.29881331,-0.05683388,5.2
136315,136315,2.30050534,-0.14749259,6.8
136324,136324,2.30341996,-0.06996564,7.0
136344,136344,2.30870497,-0.12197675,5.6
136388,136388,2.3205692,-0.09152633,6.0
136400,136400,2.32329294,-0.05871947,6.8
136407,136407,2.32583115,-0.13574992,6.9
136408,136408,2.32583326,-0.13576742,6.7
136412,136412,2.3263149,-0.0453613,7.0
136449,136449,2.33647439,-0.08141612,6.6
136501,136501,2.35193139,-0.07433595,6.8
136510,136510,2.35362843,-0.00499479,5.8
136541,136541,2.36156785,-0.08678596,6.7
136603,136603,2.38348686,-0.14636995,5.5
136621,136621,2.38737843,-0.14981407,5.7
136624,136624,2.38781928,-0.16988885,7.0
136661,136661,2.39967297,-0.12049428,6.0
136686,136686,2.409963,-0.02406664,7.0
136697,136697,2.41255816,-0.14440767,6.9
136724,136724,2.41820582,-0.10722474,5.4
136727,136727,2.41832356,-0.14896531,5.5
136766,136766,2.43433528,-0.16401194,6.9
136767,136767,2.43491553,-0.16306044,5.0
136798,136798,2.44524308,-0.16797325,6.5
136820,136820,2.45383025,-0.07097158,6.9
136831,136831,2.45611503,-0.08553679,5.8
136839,136839,2.45880633,-0.01776643,6.8
136843,136843,2.46015394,-0.02175994,6.1
136860,136860,2.46437466,-0.15718076,6.5
136870,136870,2.46584415,-0.14732261,2.2
136871,136871,2.46659682,-0.10213332,5.4
136879,136879,2.46855348,-0.13093232,7.0
136882,136882,2.46919977,-0.17048885,6.9
136893,136893,2.47179085,-0.01811206,6.3
136894,136894,2.47230383,-0.04449639,4.8
136896,136896,2.47304451,-0.05141779,6.9
136898,136898,2.47345022,-0.03465851,6.0
136899,136899,2.47413178,-0.07027617,6.4
136912,136912,2.48021039,-0.09496787,6.9
136931,136931,2.4846207,-0.01681324,4.5
136944,136944,2.48959605,-0.14455985,6.3
136950,136950,2.49083632,-0.12160247,6.4
136963,136963,2.49603268,-0.09932339,5.7
137006,137006,2.50994892,-0.05139995,6.6
137010,137010,2.51068137,-0.160551,6.4
137034,137034,2.51895751,-0.01596875,4.1
137064,137064,2.52998115,-0.00088731,6.8
137150,137150,2.55808372,-0.16904362,7.0
137156,137156,2.5604842,-0.15013065,7.0
137178,137178,2.56650079,-0.12474372,7.0
137182,137182,2.56874841,-0.06995629,6.0
137184,137184,2.56942239,-0.10380758,6.5
137198,137198,2.57449723,-0.13733487,5.2
137205,137205,2.57831288,-0.1687298,7.0
137233,137233,2.58865571,-0.15008091,6.5
137236,137236,2.59027908,-0.12928478,7.0
137255,137255,2.59699016,-0.02972315,6.7
137311,137311,2.61915743,-0.0143916,7.0
137325,137325,2.6232831,-0.16285958,6.4
137363,137363,2.6410003,-0.12890944,6.9
137365,137365,2.64146274,-0.00220755,4.5
137384,137384,2.65133098,-0.14245183,6.1
137394,137394,2.65483436,-0.14261168,5.8
137399,137399,2.65638123,-0.12338465,6.1
137468,137468,2.68407343,-0.13645944,5.4
137489,137489,2.69225437,-0.08471106,6.4
137494,137494,2.69438156,-0.15369782,6.3
137504,137504,2.69749756,-0.08953302,7.0
137508,137508,2.69915518,-0.09011775,7.0
137531,137531,2.70924151,-0.01131662,6.6
137532,137532,2.70924588,-0.06668389,6.1
137533,137533,2.70967268,-0.05915784,6.7
137556,137556,2.719385,-0.11880854,5.9
137562,137562,2.72181319,-0.10772681,6.9
137564,137564,2.72298475,-0.01279792,6.8
137566,137566,2.72382229,-0.07213853,6.6
137590,137590,2.73230299,-0.06084252,6.1
137599,137599,2.73553454,-0.04332882,5.2
137607,137607,2.73901058,-0.00663148,5.0
137613,137613,2.74223806,-0.12881223,6.4
137627,137627,2.74871039,-0.1015228,6.9
137652,137652,2.75893969,-0.06350453,6.6
137727,137727,2.7875479,-0.02579936,6.4
137738,137738,2.79230574,-0.14774576,7.0
137799,137799,2.81925588,-0.02957417,6.2
137807,137807,2.82198703,-0.06561042,6.9
137814,137814,2.82403306,-0.16733213,6.0
137822,137822,2.82652125,-0.15066351,5.8
137833,137833,2.8298253,-0.0493391,6.2
137862,137862,2.83996668,-0.0346924,6.2
137870,137870,2.8413164,-0.03251611,5.7
137903,137903,2.85613178,-0.00076698,6.9
137946,137946,2.87663714,-0.03865875,5.0
137962,137962,2.88277836,-0.00840085,6.1
137973,137973,2.88748828,-0.0176,6.8
138000,138000,2.90478507,-0.028485860000000002,6.9
138014,138014,2.90891321,-0.01853448,6.8
138022,138022,2.91340976,-0.12419079,6.8
138078,138078,2.93245356,-0.01741427,6.8
138100,138100,2.94113127,-0.06446349,6.8
138101,138101,2.94139648,-0.05895703,4.6
138105,138105,2.94277144,-0.11976129,6.0
138129,138129,2.95323745,-0.02406872,7.0
138165,138165,2.96682477,-0.149545,6.7
138183,138183,2.97501698,-0.09833224,7.0
138189,138189,2.97760785,-0.03380659,6.7
138215,138215,2.99035472,-0.02486435,6.3
138237,138237,3.00091338,-0.04760245,5.1
138250,138250,3.00806952,-0.10809367,6.9
138264,138264,3.01177798,-0.13179364,6.2
138274,138274,3.01859822,-0.09164365,6.7
138283,138283,3.02130137,-0.07128119,6.6
138295,138295,3.02877,-0.1662525,4.8
138297,138297,3.02983741,-0.0095565,4.5
138313,138313,3.03619805,-0.03768529,6.3
138374,138374,3.06027174,-0.11168309,6.2
138375,138375,3.06029806,-0.15454018,6.8
138419,138419,3.08255574,-0.00070923,6.2
138444,138444,3.09132355,-0.08823085,5.8
138446,138446,3.09196757,-0.13461695,6.9
138495,138495,3.1173872,-0.07861622,6.9
138500,138500,3.12065562,-0.14435376,6.6
138532,138532,3.13490624,-0.02598233,6.5
138550,138550,-3.14028933,-0.12924924,6.5
138578,138578,-3.12840749,-0.09717494,6.8
138584,138584,-3.12660755,-0.04979405,6.5
138593,138593,-3.12115107,-0.11322765,7.0
138624,138624,-3.10718698,-0.1308324,6.5
138637,138637,-3.10318494,-0.06108429,6.9
138654,138654,-3.09335771,-0.16117674,7.0
138663,138663,-3.09056991,-0.09494901,6.5
138702,138702,-3.07358931,-0.06417391,7.0
138703,138703,-3.07356044,-0.06407778,6.6
138709,138709,-3.07131675,-0.00889022,5.9
138715,138715,-3.06846241,-0.15074099,7.0
138720,138720,-3.06590637,-0.00679054,4.0
138749,138749,-3.0513504,-0.08197918,6.7
138797,138797,-3.03123795,-0.0757277,6.0
138798,138798,-3.03095994,-0.14662657,6.7
138831,138831,-3.01474488,-0.08337482,6.3
138844,138844,-3.00547733,-0.16015825,5.4
138872,138872,-2.99231929,-0.09698014,5.9
138875,138875,-2.9909031,-0.03569179,7.0
138877,138877,-2.98989132,-0.14006015,6.9
138884,138884,-2.98386448,-0.07153862,6.9
138891,138891,-2.98162238,-0.13475144,4.8
138896,138896,-2.98045447,-0.10168405,6.9
138916,138916,-2.97088112,-0.02051528,2.9
138932,138932,-2.96241794,-0.02272971,6.1
138941,138941,-2.96000095,-0.04483528,6.6
138951,138951,-2.95521584,-0.06309375,6.8
138966,138966,-2.9453756,-0.10521635,6.3
138985,138985,-2.93431072,-0.12846181,6.9
139021,139021,-2.92070755,-0.05727686,6.1
139026,139026,-2.91882885,-0.06897992,6.5
139032,139032,-2.91579474,-0.16175285,4.9
139048,139048,-2.90741869,-0.0801766,6.9
139052,139052,-2.9065157,-0.01192375,6.6
139059,139059,-2.90286985,-0.15080401,6.8
139060,139060,-2.90219783,-0.16562622,7.0
139071,139071,-2.89685923,-0.04596839,6.8
139085,139085,-2.89253394,-0.06183037,5.9
139095,139095,-2.88842827,-0.05410671,6.1
139130,139130,-2.87400081,-0.05924787,6.5
139174,139174,-2.85391716,-0.15213987,5.7
139182,139182,-2.85088712,-0.16182504,6.4
139188,139188,-2.84768822,-0.09202302,4.5
139253,139253,-2.81934117,-0.0196589,6.5
139263,139263,-2.8146239,-0.00720971,6.3
139292,139292,-2.79870985,-0.16996113,7.0
139303,139303,-2.79289521,-0.10365491,6.7
139307,139307,-2.78938295,-0.08139178,5.9
139323,139323,-2.78402857,-0.08557844,5.8
139336,139336,-2.77670437,-0.0162845,6.0
139357,139357,-2.76441209,-0.09943718,7.0
139358,139358,-2.76338336,-0.01929461,6.4
139369,139369,-2.75842139,-0.10843338,6.1
139389,139389,-2.75167729,-0.10468936,4.8
139400,139400,-2.74745265,-0.17292785,5.4
139402,139402,-2.74718409,-0.12110064,6.0
139419,139419,-2.73954485,-0.00595114,3.4
139427,139427,-2.73616641,-0.08974784,5.8
139436,139436,-2.73280599,-0.01179043,7.0
139448,139448,-2.72622668,-0.05203937,6.7
139489,139489,-2.70969296,-0.14750519,5.2
139506,139506,-2.70129051,-0.07021455,7.0
139515,139515,-2.69959317,-0.09159124,6.5
139543,139543,-2.68528904,-0.16510058,6.2
139547,139547,-2.68428998,-0.11267991,6.9
139558,139558,-2.68047556,-0.11499199,6.6
139563,139563,-2.67881416,-0.04523753,6.8
139583,139583,-2.66941279,-0.13154774,7.0
139612,139612,-2.65232413,-0.0219544,5.3
139617,139617,-2.65140238,-0.13637096,6.5
139625,139625,-2.64788779,-0.16258421,6.9
139626,139626,-2.64752542,-0.16600103,6.8
139627,139627,-2.64674104,-0.05963843,7.0
139659,139659,-2.63383636,-0.11661577,7.0
139665,139665,-2.63009365,-0.05771847,6.3
139668,139668,-2.62917052,-0.13821602,6.6
139710,139710,-2.61088784,-0.08974294,6.7
139712,139712,-2.61054954,-0.15739864,6.5
139731,139731,-2.60209262,-0.15103852,6.6
139735,139735,-2.60025653,-0.15840162,5.5
139797,139797,-2.56957153,-0.01065286,5.8
139805,139805,-2.56673806,-0.09976404,6.3
139823,139823,-2.55957298,-0.10058032,4.2
139827,139827,-2.55810312,-0.11152858,6.2
139829,139829,-2.55731016,-0.05174247,6.0
139833,139833,-2.55623213,-0.15102698,6.6
139834,139834,-2.55603701,-0.09447351,6.9
139846,139846,-2.55378067,-0.15344697,6.7
139853,139853,-2.55111489,-0.13502037,6.9
139855,139855,-2.55100756,-0.12756422,6.5
139865,139865,-2.54398573,-0.03552143,5.2
139867,139867,-2.54270204,-0.11373947,6.5
139889,139889,-2.53336584,-0.03072618,6.8
139901,139901,-2.52981889,-0.00715532,6.6
139941,139941,-2.50988127,-0.1029002,6.2
139950,139950,-2.50619375,-0.03499026,5.0
139952,139952,-2.50517354,-0.17071288,6.7
139956,139956,-2.504312,-0.11653563,5.7
139958,139958,-2.50375945,-0.08720155,6.7
139968,139968,-2.49845518,-0.07025246,7.0
140035,140035,-2.46731123,-0.06414764,7.0
140089,140089,-2.44162231,-0.09497946,4.0
140093,140093,-2.4402163,-0.16558981,6.6
140099,140099,-2.43659998,-0.14035967,6.6
140108,140108,-2.43443337,-0.16568076,6.8
140115,140115,-2.43203493,-0.02107349,6.2
140151,140151,-2.41584256,-0.01118169,6.1
140175,140175,-2.40671805,-0.03651015,5.0
140176,140176,-2.40664039,-0.00090689,6.2
140239,140239,-2.37989547,-0.0723263,4.6
140247,140247,-2.3740633,-0.1486749,6.7
140255,140255,-2.37246858,-0.08358076,6.0
140269,140269,-2.36362609,-0.1452414,5.4
140275,140275,-2.36173852,-0.04464174,5.7
140277,140277,-2.36062958,-0.05177427,6.8
140279,140279,-2.35883312,-0.14222155,6.9
140280,140280,-2.35847177,-0.12879095,6.6
140282,140282,-2.35692599,-0.13341719,6.7
140285,140285,-2.35555075,-0.04948711,6.5
140367,140367,-2.31695491,-0.036164,7.0
140391,140391,-2.30672815,-0.02022022,6.7
140407,140407,-2.30294631,-0.09281482,6.5
140429,140429,-2.29374573,-0.1605651,2.7
140443,140443,-2.28695546,-0.00488406,6.0
140451,140451,-2.28486804,-0.02463876,7.0
140470,140470,-2.27778753,-0.08622043,6.7
140472,140472,-2.27677677,-0.03894857,6.5
140473,140473,-2.27555424,-0.09853523,5.6
140501,140501,-2.26392147,-0.01475346,6.1
140549,140549,-2.24514827,-0.16005552,6.8
140595,140595,-2.22360662,-0.01776542,5.8
140608,140608,-2.2190068,-0.17269243,4.8
140612,140612,-2.21787139,-0.09649067,6.5
140613,140613,-2.21771104,-0.15736703,5.1
140642,140642,-2.20787451,-0.00692789,6.5
140670,140670,-2.19927404,-0.15065411,6.6
140671,140671,-2.19926677,-0.15059646,6.5
140739,140739,-2.16637225,-0.02877995,5.4
140750,140750,-2.16378386,-0.10412213,6.4
140763,140763,-2.16018462,-0.16279176,6.9
140774,140774,-2.15406804,-0.06399419,5.6
140786,140786,-2.15108586,-0.05722232,3.6
140788,140788,-2.14964865,-0.06579833,6.9
140800,140800,-2.14390906,-0.05132233,5.2
140841,140841,-2.12355372,-0.03523417,7.0
140852,140852,-2.11848725,-0.10738807,7.0
140881,140881,-2.10746855,-0.12498283,6.6
140896,140896,-2.10272664,-0.14436355,5.5
140902,140902,-2.09847363,-0.06327056,6.8
140917,140917,-2.09266235,-0.09942879,7.0
140937,140937,-2.08339255,-0.05921034,6.9
140944,140944,-2.08100166,-0.10745798,6.4
140946,140946,-2.07985833,-0.10481177,6.5
140980,140980,-2.06945886,-0.17399406,6.6
141000,141000,-2.06288529,-0.05823451,5.4
141021,141021,-2.05397837,-0.17341868,4.9
141023,141023,-2.05334336,-0.1469544,5.5
141030,141030,-2.04941302,-0.07145126,6.1
141035,141035,-2.04728066,-0.06850616,6.8
141038,141038,-2.04615667,-0.13948216,6.9
141039,141039,-2.046143,-0.02355084,6.6
141051,141051,-2.04324786,-0.06225691,3.0
141060,141060,-2.03994235,-0.02880089,7.0
141065,141065,-2.03811056,-0.143792,5.6
141068,141068,-2.03443075,-0.02662912,6.9
141074,141074,-2.03205063,-0.06686226,6.1
141085,141085,-2.02601106,-0.07979825,3.3
141095,141095,-2.02250513,-0.11789883,6.9
141128,141128,-2.00690989,-0.0342692,6.1
141153,141153,-1.9981719,-0.0414314,7.0
141185,141185,-1.98519588,-0.13064226,5.5
141186,141186,-1.98489583,-0.14418776,4.7
141194,141194,-1.9804688,-0.13994961,6.4
141205,141205,-1.9730897,-0.12928076,6.4
141268,141268,-1.94722922,-0.03873671,5.9
141269,141269,-1.94690197,-0.15277832,6.8
141283,141283,-1.94017286,-0.11237865,6.0
141289,141289,-1.9374324,-0.01977851,6.7
141290,141290,-1.93698341,-0.14870734,6.8
141297,141297,-1.9333308,-0.16502767,6.4
141301,141301,-1.93139029,-0.10442557,6.8
141306,141306,-1.92760416,-0.14335427,6.6
141309,141309,-1.92592479,-0.01579436,6.3
141392,141392,-1.88600474,-0.04483203,6.3
141409,141409,-1.87834936,-0.04739345,7.0
141426,141426,-1.86931714,-0.02671658,6.2
141430,141430,-1.86785441,-0.10600601,5.4
